rating_id,constituent_id,category,source,value,value_type,date
769,305,Estimated Capacity,WealthEngine,"$270,000",Currency,2025-11-11
770,306,Real Estate,Blackbaud Target Analytics,"$500,000",Currency,2025-08-09
771,306,Likelihood to Give,Blackbaud Target Analytics,50%,Percent,2024-06-11
772,307,Real Estate,DonorSearch,"$2,700,000",Currency,2025-02-07
773,307,Likelihood to Give,DonorSearch,40%,Percent,2026-01-15
774,307,Estimated Capacity,DonorSearch,"$80,000",Currency,2025-09-16
775,308,Real Estate,iWave,"$250,000",Currency,2026-04-13
776,308,Likelihood to Give,iWave,47%,Percent,2025-05-06
777,309,Likelihood to Give,WealthEngine,79%,Percent,2025-08-31
778,309,Estimated Capacity,WealthEngine,"$100,000",Currency,2026-01-21
779,310,Likelihood to Give,DonorSearch,48%,Percent,2025-06-20
780,310,Real Estate,DonorSearch,"$3,150,000",Currency,2025-03-27
781,311,Estimated Capacity,iWave,"$220,000",Currency,2024-08-06
782,311,Real Estate,iWave,"$1,550,000",Currency,2025-01-27
783,312,Likelihood to Give,iWave,67%,Percent,2025-09-12
784,312,Real Estate,iWave,"$750,000",Currency,2026-01-10
785,313,Likelihood to Give,DonorSearch,55%,Percent,2025-11-30
786,313,Real Estate,DonorSearch,"$2,650,000",Currency,2025-07-13
787,313,Estimated Capacity,DonorSearch,"$200,000",Currency,2025-08-11
788,314,Real Estate,Blackbaud Target Analytics,"$2,150,000",Currency,2025-09-24
789,314,Likelihood to Give,Blackbaud Target Analytics,11%,Percent,2024-11-17
790,315,Real Estate,WealthEngine,"$1,650,000",Currency,2024-12-02
791,315,Estimated Capacity,WealthEngine,"$190,000",Currency,2025-08-19
792,315,Likelihood to Give,WealthEngine,12%,Percent,2024-08-22
793,316,Likelihood to Give,DonorSearch,46%,Percent,2024-09-17
794,316,Estimated Capacity,DonorSearch,"$200,000",Currency,2025-04-13
795,316,Real Estate,DonorSearch,"$3,100,000",Currency,2025-10-28
796,317,Real Estate,DonorSearch,"$1,200,000",Currency,2026-04-08
797,317,Estimated Capacity,DonorSearch,"$570,000",Currency,2026-03-13
798,318,Real Estate,WealthEngine,"$500,000",Currency,2025-03-07
799,318,Likelihood to Give,WealthEngine,27%,Percent,2024-10-20
800,318,Estimated Capacity,WealthEngine,"$260,000",Currency,2024-07-31
801,319,Estimated Capacity,DonorSearch,"$70,000",Currency,2024-10-20
802,319,Real Estate,DonorSearch,"$2,600,000",Currency,2024-08-30
803,319,Likelihood to Give,DonorSearch,24%,Percent,2024-06-26
804,320,Real Estate,Blackbaud Target Analytics,"$550,000",Currency,2025-08-15
805,320,Estimated Capacity,Blackbaud Target Analytics,"$110,000",Currency,2025-02-02
806,320,Likelihood to Give,Blackbaud Target Analytics,43%,Percent,2024-08-04
807,321,Estimated Capacity,Blackbaud Target Analytics,"$960,000",Currency,2025-12-03
808,321,Real Estate,Blackbaud Target Analytics,"$2,100,000",Currency,2025-11-06
809,322,Estimated Capacity,Blackbaud Target Analytics,"$240,000",Currency,2025-07-21
810,322,Likelihood to Give,Blackbaud Target Analytics,56%,Percent,2025-12-23
811,322,Real Estate,Blackbaud Target Analytics,"$3,250,000",Currency,2025-05-14
812,323,Likelihood to Give,Blackbaud Target Analytics,49%,Percent,2024-11-30
813,323,Estimated Capacity,Blackbaud Target Analytics,"$70,000",Currency,2024-11-15
814,324,Likelihood to Give,WealthEngine,89%,Percent,2025-08-04
815,324,Estimated Capacity,WealthEngine,"$110,000",Currency,2026-01-07
816,325,Real Estate,DonorSearch,"$3,450,000",Currency,2026-03-08
817,325,Estimated Capacity,DonorSearch,"$60,000",Currency,2026-04-10
818,326,Likelihood to Give,WealthEngine,75%,Percent,2026-03-17
819,326,Estimated Capacity,WealthEngine,"$2,560,000",Currency,2024-06-20
820,326,Real Estate,WealthEngine,"$1,150,000",Currency,2025-05-28
821,327,Estimated Capacity,Blackbaud Target Analytics,"$230,000",Currency,2024-11-24
822,327,Likelihood to Give,Blackbaud Target Analytics,51%,Percent,2026-02-28
823,327,Real Estate,Blackbaud Target Analytics,"$3,250,000",Currency,2025-09-06
824,328,Estimated Capacity,DonorSearch,"$150,000",Currency,2025-06-08
825,328,Likelihood to Give,DonorSearch,69%,Percent,2024-10-03
826,328,Real Estate,DonorSearch,"$1,600,000",Currency,2026-04-14
827,329,Real Estate,Blackbaud Target Analytics,"$2,450,000",Currency,2025-04-10
828,329,Estimated Capacity,Blackbaud Target Analytics,"$120,000",Currency,2024-12-03
829,329,Likelihood to Give,Blackbaud Target Analytics,54%,Percent,2025-10-04
830,330,Estimated Capacity,iWave,"$590,000",Currency,2026-03-29
831,330,Likelihood to Give,iWave,55%,Percent,2025-05-03
832,331,Real Estate,Blackbaud Target Analytics,"$600,000",Currency,2025-06-12
833,331,Likelihood to Give,Blackbaud Target Analytics,55%,Percent,2024-10-27
834,332,Estimated Capacity,WealthEngine,"$440,000",Currency,2026-01-17
835,332,Real Estate,WealthEngine,"$3,600,000",Currency,2025-08-28
836,332,Likelihood to Give,WealthEngine,46%,Percent,2024-11-06
837,333,Real Estate,Blackbaud Target Analytics,"$700,000",Currency,2024-11-21
838,333,Estimated Capacity,Blackbaud Target Analytics,"$100,000",Currency,2025-03-15
839,333,Likelihood to Give,Blackbaud Target Analytics,11%,Percent,2024-09-18
840,334,Estimated Capacity,WealthEngine,"$540,000",Currency,2025-07-29
841,334,Likelihood to Give,WealthEngine,75%,Percent,2025-03-16
842,335,Likelihood to Give,Blackbaud Target Analytics,48%,Percent,2025-09-27
843,335,Estimated Capacity,Blackbaud Target Analytics,"$490,000",Currency,2024-09-01
844,335,Real Estate,Blackbaud Target Analytics,"$800,000",Currency,2026-01-04
845,336,Likelihood to Give,WealthEngine,68%,Percent,2025-09-22
846,336,Estimated Capacity,WealthEngine,"$180,000",Currency,2025-06-11
847,336,Real Estate,WealthEngine,"$550,000",Currency,2025-12-21
848,337,Estimated Capacity,Blackbaud Target Analytics,"$240,000",Currency,2025-11-22
849,337,Likelihood to Give,Blackbaud Target Analytics,42%,Percent,2025-08-11
850,338,Real Estate,WealthEngine,"$3,300,000",Currency,2025-07-30
851,338,Likelihood to Give,WealthEngine,10%,Percent,2025-10-26
852,339,Real Estate,WealthEngine,"$600,000",Currency,2025-01-04
853,339,Estimated Capacity,WealthEngine,"$500,000",Currency,2025-11-30
854,339,Likelihood to Give,WealthEngine,54%,Percent,2026-02-18
855,340,Likelihood to Give,iWave,25%,Percent,2024-07-16
856,340,Real Estate,iWave,"$2,400,000",Currency,2026-01-26
857,341,Estimated Capacity,Blackbaud Target Analytics,"$280,000",Currency,2025-10-02
858,341,Real Estate,Blackbaud Target Analytics,"$3,300,000",Currency,2025-01-23
859,342,Estimated Capacity,DonorSearch,"$50,000",Currency,2026-03-02
860,342,Real Estate,DonorSearch,"$1,850,000",Currency,2024-09-12
861,342,Likelihood to Give,DonorSearch,25%,Percent,2025-03-14
862,343,Real Estate,DonorSearch,"$1,000,000",Currency,2025-04-25
863,343,Likelihood to Give,DonorSearch,57%,Percent,2025-10-13
864,343,Estimated Capacity,DonorSearch,"$380,000",Currency,2025-07-10
865,344,Real Estate,iWave,"$1,300,000",Currency,2024-06-29
866,344,Estimated Capacity,iWave,"$550,000",Currency,2025-02-25
867,345,Estimated Capacity,WealthEngine,"$50,000",Currency,2025-03-26
868,345,Likelihood to Give,WealthEngine,88%,Percent,2025-09-30
869,346,Likelihood to Give,iWave,54%,Percent,2024-12-17
870,346,Real Estate,iWave,"$1,500,000",Currency,2024-12-12
871,347,Likelihood to Give,Blackbaud Target Analytics,54%,Percent,2025-05-31
872,347,Estimated Capacity,Blackbaud Target Analytics,"$110,000",Currency,2026-03-23
873,347,Real Estate,Blackbaud Target Analytics,"$400,000",Currency,2025-07-09
874,348,Real Estate,WealthEngine,"$1,150,000",Currency,2026-01-10
875,348,Estimated Capacity,WealthEngine,"$310,000",Currency,2025-08-19
876,348,Likelihood to Give,WealthEngine,54%,Percent,2026-02-24
877,349,Estimated Capacity,WealthEngine,"$330,000",Currency,2024-08-24
878,349,Real Estate,WealthEngine,"$3,650,000",Currency,2025-04-20
879,349,Likelihood to Give,WealthEngine,42%,Percent,2026-03-25
880,350,Likelihood to Give,iWave,86%,Percent,2025-10-25
881,350,Real Estate,iWave,"$550,000",Currency,2026-03-15
882,351,Estimated Capacity,iWave,"$330,000",Currency,2026-04-22
883,351,Likelihood to Give,iWave,67%,Percent,2024-08-02
884,352,Real Estate,iWave,"$300,000",Currency,2026-02-21
885,352,Estimated Capacity,iWave,"$100,000",Currency,2024-08-30
886,352,Likelihood to Give,iWave,34%,Percent,2025-11-28
887,353,Estimated Capacity,DonorSearch,"$480,000",Currency,2024-08-30
888,353,Likelihood to Give,DonorSearch,60%,Percent,2025-06-17
889,353,Real Estate,DonorSearch,"$3,900,000",Currency,2025-12-04
890,354,Real Estate,WealthEngine,"$2,850,000",Currency,2024-09-24
891,354,Likelihood to Give,WealthEngine,77%,Percent,2024-08-02
892,354,Estimated Capacity,WealthEngine,"$90,000",Currency,2025-09-06
893,355,Likelihood to Give,iWave,20%,Percent,2025-10-23
894,355,Real Estate,iWave,"$1,700,000",Currency,2024-09-13
895,355,Estimated Capacity,iWave,"$40,000",Currency,2024-09-18
896,356,Real Estate,Blackbaud Target Analytics,"$750,000",Currency,2024-11-30
897,356,Estimated Capacity,Blackbaud Target Analytics,"$300,000",Currency,2026-02-02
898,357,Real Estate,Blackbaud Target Analytics,"$2,650,000",Currency,2024-06-05
899,357,Estimated Capacity,Blackbaud Target Analytics,"$180,000",Currency,2025-05-14
900,358,Estimated Capacity,Blackbaud Target Analytics,"$140,000",Currency,2025-04-29
901,358,Real Estate,Blackbaud Target Analytics,"$2,950,000",Currency,2026-01-02
902,359,Likelihood to Give,DonorSearch,80%,Percent,2025-02-23
903,359,Real Estate,DonorSearch,"$1,550,000",Currency,2025-03-31
904,359,Estimated Capacity,DonorSearch,"$100,000",Currency,2025-04-03
905,360,Estimated Capacity,WealthEngine,"$100,000",Currency,2026-02-06
906,360,Likelihood to Give,WealthEngine,19%,Percent,2026-03-19
907,361,Likelihood to Give,DonorSearch,70%,Percent,2025-05-07
908,361,Estimated Capacity,DonorSearch,"$120,000",Currency,2025-04-03
909,361,Real Estate,DonorSearch,"$2,300,000",Currency,2026-02-05
910,362,Real Estate,DonorSearch,"$3,800,000",Currency,2025-02-05
911,362,Likelihood to Give,DonorSearch,29%,Percent,2025-11-05
912,362,Estimated Capacity,DonorSearch,"$260,000",Currency,2025-02-02
913,363,Estimated Capacity,DonorSearch,"$100,000",Currency,2024-10-02
914,363,Real Estate,DonorSearch,"$1,200,000",Currency,2024-10-16
915,363,Likelihood to Give,DonorSearch,59%,Percent,2025-07-08
916,364,Estimated Capacity,iWave,"$80,000",Currency,2024-09-14
917,364,Likelihood to Give,iWave,69%,Percent,2024-12-06
918,365,Estimated Capacity,DonorSearch,"$110,000",Currency,2025-06-25
919,365,Likelihood to Give,DonorSearch,85%,Percent,2024-07-21
920,365,Real Estate,DonorSearch,"$550,000",Currency,2025-09-30
921,366,Real Estate,iWave,"$2,000,000",Currency,2026-01-29
922,366,Likelihood to Give,iWave,59%,Percent,2025-12-25
923,367,Likelihood to Give,WealthEngine,82%,Percent,2024-07-04
924,367,Real Estate,WealthEngine,"$900,000",Currency,2025-03-22
925,367,Estimated Capacity,WealthEngine,"$70,000",Currency,2025-03-28
926,368,Likelihood to Give,WealthEngine,71%,Percent,2025-01-01
927,368,Real Estate,WealthEngine,"$3,400,000",Currency,2025-09-03
928,369,Real Estate,DonorSearch,"$2,750,000",Currency,2026-01-25
929,369,Estimated Capacity,DonorSearch,"$70,000",Currency,2024-10-15
930,370,Likelihood to Give,iWave,86%,Percent,2024-10-21
931,370,Real Estate,iWave,"$2,400,000",Currency,2024-12-22
932,371,Likelihood to Give,iWave,72%,Percent,2026-03-18
933,371,Estimated Capacity,iWave,"$1,120,000",Currency,2024-09-15
934,371,Real Estate,iWave,"$2,750,000",Currency,2024-09-14
935,372,Likelihood to Give,iWave,68%,Percent,2025-11-02
936,372,Estimated Capacity,iWave,"$110,000",Currency,2025-10-07
937,373,Real Estate,WealthEngine,"$4,000,000",Currency,2025-09-28
938,373,Likelihood to Give,WealthEngine,64%,Percent,2024-07-19
939,374,Real Estate,Blackbaud Target Analytics,"$2,300,000",Currency,2025-03-21
940,374,Estimated Capacity,Blackbaud Target Analytics,"$330,000",Currency,2024-10-04
941,374,Likelihood to Give,Blackbaud Target Analytics,73%,Percent,2025-07-14
942,375,Real Estate,WealthEngine,"$1,750,000",Currency,2025-12-28
943,375,Likelihood to Give,WealthEngine,46%,Percent,2025-11-22
944,376,Likelihood to Give,DonorSearch,71%,Percent,2025-02-26
945,376,Real Estate,DonorSearch,"$2,700,000",Currency,2025-03-26
946,377,Estimated Capacity,WealthEngine,"$110,000",Currency,2025-03-06
947,377,Likelihood to Give,WealthEngine,86%,Percent,2024-08-07
948,378,Likelihood to Give,WealthEngine,11%,Percent,2025-08-22
949,378,Real Estate,WealthEngine,"$3,700,000",Currency,2024-12-22
950,379,Likelihood to Give,Blackbaud Target Analytics,57%,Percent,2025-06-08
951,379,Real Estate,Blackbaud Target Analytics,"$3,450,000",Currency,2024-12-05
952,380,Estimated Capacity,DonorSearch,"$100,000",Currency,2025-01-24
953,380,Likelihood to Give,DonorSearch,37%,Percent,2025-05-29
954,381,Estimated Capacity,WealthEngine,"$280,000",Currency,2025-09-18
955,381,Likelihood to Give,WealthEngine,71%,Percent,2025-03-02
956,382,Real Estate,Blackbaud Target Analytics,"$1,400,000",Currency,2026-02-14
957,382,Estimated Capacity,Blackbaud Target Analytics,"$170,000",Currency,2024-11-20
958,383,Estimated Capacity,DonorSearch,"$130,000",Currency,2026-02-22
959,383,Real Estate,DonorSearch,"$400,000",Currency,2025-01-10
960,384,Likelihood to Give,Blackbaud Target Analytics,72%,Percent,2025-01-02
961,384,Real Estate,Blackbaud Target Analytics,"$2,600,000",Currency,2025-03-12
962,385,Estimated Capacity,DonorSearch,"$210,000",Currency,2024-12-08
963,385,Likelihood to Give,DonorSearch,20%,Percent,2025-10-23
964,386,Estimated Capacity,Blackbaud Target Analytics,"$420,000",Currency,2025-07-05
965,386,Likelihood to Give,Blackbaud Target Analytics,30%,Percent,2026-03-03
966,386,Real Estate,Blackbaud Target Analytics,"$3,150,000",Currency,2024-09-14
967,387,Real Estate,iWave,"$1,000,000",Currency,2024-05-29
968,387,Estimated Capacity,iWave,"$70,000",Currency,2024-06-24
969,388,Likelihood to Give,DonorSearch,66%,Percent,2024-06-29
970,388,Estimated Capacity,DonorSearch,"$260,000",Currency,2024-08-15
971,389,Real Estate,iWave,"$3,600,000",Currency,2025-02-13
972,389,Likelihood to Give,iWave,69%,Percent,2025-04-30
973,389,Estimated Capacity,iWave,"$290,000",Currency,2025-08-07
974,390,Real Estate,Blackbaud Target Analytics,"$4,000,000",Currency,2024-11-15
975,390,Estimated Capacity,Blackbaud Target Analytics,"$80,000",Currency,2025-04-04
976,390,Likelihood to Give,Blackbaud Target Analytics,58%,Percent,2024-08-22
977,391,Likelihood to Give,Blackbaud Target Analytics,57%,Percent,2025-05-13
978,391,Estimated Capacity,Blackbaud Target Analytics,"$660,000",Currency,2024-07-06
979,392,Real Estate,Blackbaud Target Analytics,"$2,150,000",Currency,2025-11-20
980,392,Likelihood to Give,Blackbaud Target Analytics,58%,Percent,2025-08-19
981,392,Estimated Capacity,Blackbaud Target Analytics,"$720,000",Currency,2024-08-16
982,393,Real Estate,Blackbaud Target Analytics,"$2,100,000",Currency,2024-06-20
983,393,Estimated Capacity,Blackbaud Target Analytics,"$60,000",Currency,2025-06-24
984,394,Likelihood to Give,WealthEngine,54%,Percent,2025-05-06
985,394,Estimated Capacity,WealthEngine,"$220,000",Currency,2024-10-22
986,394,Real Estate,WealthEngine,"$3,650,000",Currency,2024-12-21
987,395,Estimated Capacity,Blackbaud Target Analytics,"$180,000",Currency,2026-01-13
988,395,Real Estate,Blackbaud Target Analytics,"$2,950,000",Currency,2025-08-01
989,395,Likelihood to Give,Blackbaud Target Analytics,66%,Percent,2024-09-27
990,396,Estimated Capacity,Blackbaud Target Analytics,"$3,930,000",Currency,2025-09-06
991,396,Likelihood to Give,Blackbaud Target Analytics,66%,Percent,2025-06-12
992,397,Likelihood to Give,Blackbaud Target Analytics,70%,Percent,2025-12-23
993,397,Real Estate,Blackbaud Target Analytics,"$3,500,000",Currency,2026-02-27
994,397,Estimated Capacity,Blackbaud Target Analytics,"$430,000",Currency,2024-09-02
995,398,Estimated Capacity,DonorSearch,"$150,000",Currency,2024-10-27
996,398,Real Estate,DonorSearch,"$3,500,000",Currency,2026-02-26
997,398,Likelihood to Give,DonorSearch,9%,Percent,2025-11-19
998,399,Likelihood to Give,iWave,31%,Percent,2025-06-03
999,399,Real Estate,iWave,"$2,050,000",Currency,2026-01-30
1000,399,Estimated Capacity,iWave,"$300,000",Currency,2024-07-15
1001,400,Estimated Capacity,Blackbaud Target Analytics,"$60,000",Currency,2025-07-16
1002,400,Likelihood to Give,Blackbaud Target Analytics,65%,Percent,2025-11-01
1003,401,Estimated Capacity,WealthEngine,"$70,000",Currency,2024-07-13
1004,401,Likelihood to Give,WealthEngine,70%,Percent,2025-02-07
1005,402,Estimated Capacity,WealthEngine,"$120,000",Currency,2025-04-05
1006,402,Real Estate,WealthEngine,"$3,100,000",Currency,2025-05-28
1007,403,Real Estate,iWave,"$3,000,000",Currency,2024-07-20
1008,403,Estimated Capacity,iWave,"$230,000",Currency,2025-09-03
1009,404,Estimated Capacity,Blackbaud Target Analytics,"$210,000",Currency,2024-11-23
1010,404,Real Estate,Blackbaud Target Analytics,"$450,000",Currency,2025-11-02
1011,404,Likelihood to Give,Blackbaud Target Analytics,74%,Percent,2026-03-07
1012,405,Real Estate,Blackbaud Target Analytics,"$1,500,000",Currency,2025-12-06
1013,405,Likelihood to Give,Blackbaud Target Analytics,62%,Percent,2024-12-07
1014,405,Estimated Capacity,Blackbaud Target Analytics,"$50,000",Currency,2025-10-12
1015,406,Estimated Capacity,WealthEngine,"$130,000",Currency,2025-12-09
1016,406,Real Estate,WealthEngine,"$2,450,000",Currency,2026-03-31
1017,407,Likelihood to Give,iWave,56%,Percent,2025-04-03
1018,407,Estimated Capacity,iWave,"$220,000",Currency,2024-10-22
1019,408,Real Estate,DonorSearch,"$2,800,000",Currency,2026-03-04
1020,408,Estimated Capacity,DonorSearch,"$80,000",Currency,2025-02-20
1021,409,Likelihood to Give,DonorSearch,40%,Percent,2024-07-16
1022,409,Estimated Capacity,DonorSearch,"$70,000",Currency,2025-06-18
1023,409,Real Estate,DonorSearch,"$2,700,000",Currency,2026-01-09
1024,410,Likelihood to Give,Blackbaud Target Analytics,47%,Percent,2024-11-15
1025,410,Estimated Capacity,Blackbaud Target Analytics,"$250,000",Currency,2025-07-07
1026,411,Estimated Capacity,DonorSearch,"$1,180,000",Currency,2024-11-03
1027,411,Real Estate,DonorSearch,"$2,850,000",Currency,2025-04-21
1028,411,Likelihood to Give,DonorSearch,70%,Percent,2025-06-24
1029,412,Estimated Capacity,DonorSearch,"$40,000",Currency,2025-08-25
1030,412,Likelihood to Give,DonorSearch,25%,Percent,2024-06-04
1031,412,Real Estate,DonorSearch,"$3,350,000",Currency,2025-12-30
1032,413,Estimated Capacity,WealthEngine,"$110,000",Currency,2026-01-09
1033,413,Real Estate,WealthEngine,"$1,100,000",Currency,2024-07-02
1034,414,Likelihood to Give,Blackbaud Target Analytics,92%,Percent,2025-10-26
1035,414,Estimated Capacity,Blackbaud Target Analytics,"$110,000",Currency,2026-03-13
1036,414,Real Estate,Blackbaud Target Analytics,"$3,250,000",Currency,2025-04-19
1037,415,Real Estate,Blackbaud Target Analytics,"$250,000",Currency,2026-03-07
1038,415,Estimated Capacity,Blackbaud Target Analytics,"$230,000",Currency,2025-12-02
1039,415,Likelihood to Give,Blackbaud Target Analytics,61%,Percent,2025-10-30
1040,416,Real Estate,Blackbaud Target Analytics,"$3,300,000",Currency,2025-04-06
1041,416,Likelihood to Give,Blackbaud Target Analytics,13%,Percent,2025-10-17
1042,416,Estimated Capacity,Blackbaud Target Analytics,"$170,000",Currency,2025-03-08
1043,417,Likelihood to Give,WealthEngine,50%,Percent,2024-06-27
1044,417,Real Estate,WealthEngine,"$700,000",Currency,2025-12-28
1045,417,Estimated Capacity,WealthEngine,"$120,000",Currency,2026-02-21
1046,418,Likelihood to Give,iWave,86%,Percent,2024-09-17
1047,418,Real Estate,iWave,"$900,000",Currency,2025-01-29
