action_id,constituent_id,action_number,category,action_date,summary,fundraiser_id,days_since
1777,211,4,Site Visit,2025-09-16,Toured new building,3,248
1778,211,5,Proposal Submitted,2025-07-22,Presented $500K naming proposal,3,304
1779,211,6,Meeting,2025-06-14,Office visit,3,342
1780,211,7,Event Attendance,2025-05-18,Campaign kickoff event,3,369
1781,211,8,Site Visit,2025-04-11,Campus tour with family,3,406
1782,211,9,Email,2024-11-28,Holiday greeting,3,540
1783,211,10,Site Visit,2024-10-11,Arts center opening,3,588
1784,211,11,Event Attendance,2024-08-17,Alumni leadership weekend,3,643
1785,211,12,Proposal Submitted,2024-06-21,Delivered $100K endowment proposal,3,700
1786,211,13,Meeting,2024-02-05,Stewardship dinner,3,837
1787,211,14,Email,2024-01-15,Annual fund solicitation,3,858
1788,211,15,Event Attendance,2024-01-10,Homecoming reception,3,863
1789,211,16,Proposal Submitted,2023-11-04,Submitted $250K scholarship proposal,3,930
1790,211,17,Meeting,2023-08-13,Year-end thank-you lunch,3,1013
1791,211,18,Email,2023-07-22,Forwarded dean's letter,3,1035
1792,211,19,Site Visit,2023-02-27,Arts center opening,3,1180
1793,211,20,Site Visit,2022-11-03,Arts center opening,3,1296
1794,212,1,Event Attendance,2026-05-06,Regional club event,3,16
1795,212,2,Meeting,2025-12-01,Met at alumni event,3,172
1796,212,3,Email,2025-08-19,Forwarded dean's letter,3,276
1797,212,4,Email,2025-07-14,Sent impact report,3,312
1798,212,5,Event Attendance,2025-05-25,Campaign kickoff event,3,362
1799,212,6,Event Attendance,2025-05-11,Campaign kickoff event,3,376
1800,212,7,Site Visit,2024-10-06,Met scholarship recipient,3,593
1801,212,8,Email,2024-08-03,Updated on campaign progress,3,657
1802,212,9,Email,2024-04-24,Holiday greeting,3,758
1803,212,10,Phone Call,2024-04-05,Check-in call,3,777
1804,212,11,Proposal Submitted,2023-12-11,Submitted pledge renewal proposal,3,893
1805,212,12,Phone Call,2023-12-05,Confirmed meeting time,3,899
1806,212,13,Event Attendance,2023-11-05,Regional club event,3,929
1807,212,14,Event Attendance,2023-09-17,Advisory board meeting,3,978
1808,212,15,Meeting,2023-07-13,Stewardship dinner,3,1044
1809,212,16,Email,2023-01-30,Holiday greeting,3,1208
1810,212,17,Meeting,2023-01-23,Discovery meeting,3,1215
1811,212,18,Email,2023-01-22,Forwarded dean's letter,3,1216
1812,212,19,Site Visit,2022-09-30,Lab walkthrough with faculty,3,1330
1813,212,20,Phone Call,2022-08-10,Call re: event invitation,3,1381
1814,212,21,Email,2022-06-18,Annual fund solicitation,3,1434
1815,213,1,Phone Call,2026-05-08,Call re: event invitation,3,14
1816,213,2,Event Attendance,2026-03-30,Commencement ceremony,3,53
1817,213,3,Proposal Submitted,2026-03-26,Submitted $1M capital campaign proposal,3,57
1818,213,4,Event Attendance,2026-03-01,President's dinner,3,82
1819,213,5,Site Visit,2025-11-06,Met scholarship recipient,3,197
1820,213,6,Meeting,2025-10-16,Year-end thank-you lunch,3,218
1821,213,7,Proposal Submitted,2025-08-06,Delivered naming opportunity packet,3,289
1822,213,8,Meeting,2025-06-10,Initial in-person meeting,3,346
1823,213,9,Site Visit,2025-04-17,Campus tour with family,3,400
1824,213,10,Email,2025-03-24,Event invitation,3,424
1825,213,11,Phone Call,2025-02-01,Call re: event invitation,3,475
1826,213,12,Proposal Submitted,2024-10-28,Submitted pledge renewal proposal,3,571
1827,213,13,Meeting,2024-04-25,Stewardship dinner,3,757
1828,213,14,Meeting,2023-08-25,Year-end thank-you lunch,3,1001
1829,213,15,Phone Call,2023-07-15,Solicitation follow-up,3,1042
1830,213,16,Email,2023-05-16,Holiday greeting,3,1102
1831,213,17,Event Attendance,2023-05-12,Advisory board meeting,3,1106
1832,213,18,Email,2023-04-17,Forwarded dean's letter,3,1131
1833,213,19,Proposal Submitted,2023-01-12,Submitted pledge renewal proposal,3,1226
1834,213,20,Event Attendance,2022-08-26,Homecoming reception,3,1365
1835,214,1,Meeting,2026-03-04,Campus visit scheduled,3,79
1836,214,2,Proposal Submitted,2025-10-28,Submitted $250K scholarship proposal,3,206
1837,214,3,Phone Call,2025-04-27,Discussed pledge payment,3,390
1838,214,4,Event Attendance,2024-08-09,Commencement ceremony,3,651
1839,214,5,Phone Call,2023-12-16,Left voicemail,3,888
1840,214,6,Email,2023-06-19,Forwarded dean's letter,3,1068
1841,214,7,Phone Call,2023-04-04,Touched base on family news,3,1144
1842,214,8,Phone Call,2022-11-16,Touched base on family news,3,1283
1843,214,9,Email,2022-09-06,Holiday greeting,3,1354
1844,214,10,Phone Call,2022-06-07,Solicitation follow-up,3,1445
1845,215,1,Email,2026-05-15,Annual fund solicitation,3,7
1846,215,2,Site Visit,2026-03-03,Arts center opening,3,80
1847,215,3,Event Attendance,2026-01-04,Alumni leadership weekend,3,138
1848,215,4,Proposal Submitted,2025-05-22,Delivered $100K endowment proposal,3,365
1849,215,5,Site Visit,2025-03-20,Athletic facility tour,3,428
1850,215,6,Proposal Submitted,2025-03-09,Presented $500K naming proposal,3,439
1851,215,7,Email,2024-01-16,Shared news article of interest,3,857
1852,215,8,Email,2023-12-14,Forwarded dean's letter,3,890
1853,215,9,Site Visit,2023-08-21,Visited endowed professorship,3,1005
1854,215,10,Proposal Submitted,2023-04-05,Submitted $1M capital campaign proposal,3,1143
1855,215,11,Event Attendance,2022-12-17,Advisory board meeting,3,1252
1856,215,12,Event Attendance,2022-07-13,Athletic event in donor suite,3,1409
1857,215,13,Email,2022-05-28,Event invitation,3,1455
1858,216,1,Site Visit,2025-10-03,Met scholarship recipient,3,231
1859,216,2,Phone Call,2024-10-10,Confirmed meeting time,3,589
1860,216,3,Meeting,2024-01-13,Office visit,3,860
1861,217,1,Proposal Submitted,2025-10-01,Presented $500K naming proposal,3,233
1862,217,2,Meeting,2025-09-01,Discovery meeting,3,263
1863,217,3,Email,2024-08-06,Sent birthday greeting,3,654
1864,217,4,Phone Call,2024-06-09,Confirmed meeting time,3,712
1865,217,5,Meeting,2024-02-26,Follow-up meeting re: proposal,3,816
1866,217,6,Email,2024-01-29,Proposal follow-up email,3,844
1867,217,7,Proposal Submitted,2023-09-04,Delivered $100K endowment proposal,3,991
1868,217,8,Site Visit,2023-08-24,Campus tour with family,3,1002
1869,217,9,Site Visit,2023-01-07,Campus tour with family,3,1231
1870,217,10,Site Visit,2022-09-07,Met scholarship recipient,3,1353
1871,217,11,Meeting,2022-06-24,Discovery meeting,3,1428
1872,217,12,Site Visit,2022-06-08,Arts center opening,3,1444
1873,218,1,Email,2026-02-17,Forwarded dean's letter,3,94
1874,218,2,Site Visit,2024-06-25,Lab walkthrough with faculty,3,696
1875,218,3,Event Attendance,2022-10-26,President's dinner,3,1304
1876,219,1,Site Visit,2026-04-11,Toured new building,3,41
1877,219,2,Proposal Submitted,2026-04-08,Delivered $100K endowment proposal,3,44
1878,219,3,Email,2025-10-08,Sent birthday greeting,3,226
1879,219,4,Meeting,2025-08-30,Campus visit scheduled,3,265
1880,219,5,Meeting,2025-03-25,Follow-up meeting re: proposal,3,423
1881,219,6,Phone Call,2024-07-15,Introduced new initiative,3,676
1882,219,7,Event Attendance,2023-05-12,Alumni leadership weekend,3,1106
1883,219,8,Phone Call,2022-12-30,Called to share impact story,3,1239
1884,219,9,Site Visit,2022-12-18,Visited endowed professorship,3,1251
1885,219,10,Proposal Submitted,2022-12-12,Presented $500K naming proposal,3,1257
1886,219,11,Email,2022-11-18,Holiday greeting,3,1281
1887,220,1,Phone Call,2024-07-12,Called to share impact story,3,679
1888,220,2,Proposal Submitted,2024-01-26,Presented $500K naming proposal,3,847
1889,221,1,Event Attendance,2026-04-10,Homecoming reception,3,42
1890,221,2,Event Attendance,2026-03-09,Commencement ceremony,3,74
1891,222,1,Email,2026-04-02,Event invitation,3,50
1892,222,2,Site Visit,2026-03-13,Arts center opening,3,70
1893,222,3,Site Visit,2026-02-24,Lab walkthrough with faculty,3,87
1894,222,4,Proposal Submitted,2025-07-04,Delivered $100K endowment proposal,3,322
1895,222,5,Meeting,2025-02-04,Lunch at faculty club,3,472
1896,222,6,Meeting,2024-12-31,Follow-up meeting re: proposal,3,507
1897,222,7,Proposal Submitted,2024-10-19,Submitted pledge renewal proposal,3,580
1898,222,8,Proposal Submitted,2024-09-11,Submitted $1M capital campaign proposal,3,618
1899,222,9,Meeting,2022-11-05,Coffee meeting downtown,3,1294
1900,222,10,Proposal Submitted,2022-07-12,Delivered naming opportunity packet,3,1410
1901,223,1,Meeting,2026-04-04,Discovery meeting,3,48
1902,223,2,Proposal Submitted,2025-11-07,Presented $50K annual fund proposal,3,196
1903,223,3,Site Visit,2025-07-15,Campus tour with family,3,311
1904,223,4,Email,2025-04-19,Updated on campaign progress,3,398
1905,223,5,Meeting,2025-04-01,Met at alumni event,3,416
1906,223,6,Site Visit,2024-11-06,Athletic facility tour,3,562
1907,223,7,Email,2024-09-10,Forwarded dean's letter,3,619
1908,223,8,Email,2024-08-20,Sent birthday greeting,3,640
1909,223,9,Event Attendance,2024-07-28,Alumni leadership weekend,3,663
1910,223,10,Site Visit,2024-03-11,Toured new building,3,802
1911,223,11,Site Visit,2024-01-02,Arts center opening,3,871
1912,223,12,Site Visit,2023-10-25,Met scholarship recipient,3,940
1913,223,13,Event Attendance,2023-07-07,Homecoming reception,3,1050
1914,223,14,Site Visit,2023-02-02,Lab walkthrough with faculty,3,1205
1915,223,15,Event Attendance,2022-12-30,Attended gala,3,1239
1916,223,16,Site Visit,2022-12-28,Visited endowed professorship,3,1241
1917,224,1,Email,2023-11-18,Forwarded dean's letter,3,916
1918,225,1,Event Attendance,2025-12-01,Alumni leadership weekend,3,172
1919,225,2,Meeting,2025-11-07,Office visit,3,196
1920,225,3,Site Visit,2025-10-10,Athletic facility tour,3,224
1921,225,4,Site Visit,2025-07-31,Athletic facility tour,3,295
1922,225,5,Proposal Submitted,2025-06-09,Delivered naming opportunity packet,3,347
1923,225,6,Event Attendance,2025-03-22,Alumni leadership weekend,3,426
1924,225,7,Meeting,2024-08-23,Initial in-person meeting,3,637
1925,225,8,Email,2024-07-10,Updated on campaign progress,3,681
1926,225,9,Email,2023-08-22,Sent thank-you note,3,1004
1927,225,10,Phone Call,2023-03-30,Check-in call,3,1149
1928,225,11,Email,2022-11-08,Annual fund solicitation,3,1291
1929,225,12,Event Attendance,2022-10-13,Commencement ceremony,3,1317
1930,226,1,Event Attendance,2025-03-19,Athletic event in donor suite,3,429
1931,226,2,Email,2024-11-18,Shared news article of interest,3,550
1932,226,3,Email,2023-08-25,Forwarded dean's letter,3,1001
1933,226,4,Proposal Submitted,2023-03-27,Submitted $1M capital campaign proposal,3,1152
1934,226,5,Event Attendance,2022-07-08,Campaign kickoff event,3,1414
1935,227,1,Site Visit,2025-12-14,Lab walkthrough with faculty,3,159
1936,227,2,Meeting,2025-10-18,Office visit,3,216
1937,227,3,Event Attendance,2024-01-01,Homecoming reception,3,872
1938,227,4,Phone Call,2022-06-19,Left voicemail,3,1433
1939,228,1,Meeting,2026-03-03,Discovery meeting,3,80
1940,228,2,Meeting,2025-10-01,Discussed naming opportunity,3,233
1941,228,3,Email,2025-08-08,Proposal follow-up email,3,287
1942,228,4,Event Attendance,2025-06-06,Advisory board meeting,3,350
1943,228,5,Event Attendance,2024-02-24,Advisory board meeting,3,818
1944,228,6,Event Attendance,2024-01-16,President's dinner,3,857
1945,228,7,Phone Call,2024-01-04,Call re: event invitation,3,869
1946,228,8,Event Attendance,2023-08-28,Alumni leadership weekend,3,998
1947,228,9,Event Attendance,2023-08-11,Advisory board meeting,3,1015
1948,228,10,Event Attendance,2023-06-12,Regional club event,3,1075
1949,228,11,Site Visit,2023-04-27,Campus tour with family,3,1121
1950,228,12,Phone Call,2022-11-16,Introduced new initiative,3,1283
1951,229,1,Proposal Submitted,2025-08-17,Delivered naming opportunity packet,3,278
1952,229,2,Site Visit,2025-06-19,Toured new building,3,337
1953,229,3,Email,2023-06-13,Updated on campaign progress,3,1074
1954,230,1,Proposal Submitted,2026-05-10,Presented $500K naming proposal,3,12
1955,230,2,Phone Call,2026-01-04,Solicitation follow-up,3,138
1956,230,3,Event Attendance,2025-07-18,Athletic event in donor suite,3,308
1957,230,4,Email,2024-08-21,Event invitation,3,639
1958,230,5,Meeting,2023-10-01,Met spouse for first time,3,964
1959,231,1,Proposal Submitted,2026-04-23,Delivered $100K endowment proposal,3,29
1960,231,2,Email,2026-01-05,Annual fund solicitation,3,137
1961,231,3,Site Visit,2025-07-05,Met scholarship recipient,3,321
1962,231,4,Event Attendance,2025-04-22,Campaign kickoff event,3,395
1963,231,5,Proposal Submitted,2025-02-13,Submitted pledge renewal proposal,3,463
1964,231,6,Phone Call,2024-11-05,Solicitation follow-up,3,563
1965,231,7,Event Attendance,2024-10-16,President's dinner,3,583
1966,231,8,Meeting,2024-06-14,Year-end thank-you lunch,3,707
1967,231,9,Phone Call,2024-06-03,Call re: event invitation,3,718
1968,231,10,Phone Call,2023-12-31,Call re: event invitation,3,873
1969,231,11,Event Attendance,2023-04-02,Homecoming reception,3,1146
1970,231,12,Phone Call,2023-02-10,Called to share impact story,3,1197
1971,231,13,Event Attendance,2023-01-20,Commencement ceremony,3,1218
1972,231,14,Email,2022-11-11,Annual fund solicitation,3,1288
1973,231,15,Event Attendance,2022-10-26,Regional club event,3,1304
1974,232,1,Site Visit,2026-05-21,Campus tour with family,3,1
1975,232,2,Proposal Submitted,2026-05-16,Submitted $1M capital campaign proposal,3,6
1976,232,3,Email,2026-02-04,Proposal follow-up email,3,107
1977,232,4,Event Attendance,2025-12-13,Homecoming reception,3,160
1978,232,5,Phone Call,2025-11-15,Called to share impact story,3,188
1979,232,6,Site Visit,2025-08-14,Campus tour with family,3,281
1980,232,7,Site Visit,2025-08-01,Arts center opening,3,294
1981,232,8,Site Visit,2025-07-25,Met scholarship recipient,3,301
1982,232,9,Email,2025-06-18,Sent birthday greeting,3,338
1983,232,10,Email,2025-06-11,Sent birthday greeting,3,345
1984,232,11,Meeting,2025-03-19,Met spouse for first time,3,429
1985,232,12,Phone Call,2025-03-04,Discussed pledge payment,3,444
1986,232,13,Proposal Submitted,2025-02-01,Delivered naming opportunity packet,3,475
1987,232,14,Email,2024-07-28,Holiday greeting,3,663
1988,232,15,Site Visit,2023-09-25,Athletic facility tour,3,970
1989,232,16,Site Visit,2023-09-21,Campus tour with family,3,974
1990,232,17,Proposal Submitted,2023-07-09,Delivered naming opportunity packet,3,1048
1991,232,18,Email,2022-12-09,Event invitation,3,1260
1992,232,19,Event Attendance,2022-12-07,Commencement ceremony,3,1262
1993,232,20,Proposal Submitted,2022-08-21,Delivered $100K endowment proposal,3,1370
1994,233,1,Email,2026-03-31,Forwarded dean's letter,3,52
1995,234,1,Phone Call,2025-03-10,Confirmed meeting time,3,438
1996,234,2,Email,2024-01-04,Holiday greeting,3,869
1997,234,3,Proposal Submitted,2023-04-01,Submitted $250K scholarship proposal,3,1147
1998,234,4,Phone Call,2022-12-05,Touched base on family news,3,1264
1999,235,1,Meeting,2025-04-17,Met spouse for first time,3,400
2000,235,2,Email,2023-06-09,Sent thank-you note,3,1078
2001,236,1,Email,2024-04-26,Sent birthday greeting,3,756
2002,237,1,Email,2022-12-26,Sent impact report,3,1243
2003,238,1,Site Visit,2024-11-04,Toured new building,3,564
2004,238,2,Proposal Submitted,2023-09-14,Submitted pledge renewal proposal,3,981
2005,238,3,Email,2022-10-15,Proposal follow-up email,3,1315
2006,239,1,Meeting,2023-03-07,Year-end thank-you lunch,3,1172
2007,240,1,Site Visit,2025-05-31,Arts center opening,3,356
2008,240,2,Proposal Submitted,2023-11-03,Delivered naming opportunity packet,3,931
2009,240,3,Event Attendance,2023-08-21,Homecoming reception,3,1005
2010,240,4,Meeting,2022-12-24,Stewardship dinner,3,1245
2011,240,5,Meeting,2022-11-04,Met spouse for first time,3,1295
2012,241,1,Site Visit,2026-01-27,Arts center opening,3,115
2013,241,2,Proposal Submitted,2025-12-03,Submitted $250K scholarship proposal,3,170
2014,241,3,Email,2025-09-19,Event invitation,3,245
2015,241,4,Event Attendance,2025-08-25,Regional club event,3,270
2016,241,5,Phone Call,2025-05-24,Brief check-in,3,363
2017,241,6,Proposal Submitted,2024-01-13,Submitted $250K scholarship proposal,3,860
2018,241,7,Email,2022-06-06,Sent thank-you note,3,1446
2019,242,1,Event Attendance,2025-06-09,Attended gala,3,347
2020,242,2,Proposal Submitted,2024-05-01,Submitted $1M capital campaign proposal,3,751
2021,242,3,Site Visit,2023-02-05,Visited endowed professorship,3,1202
2022,243,1,Phone Call,2026-01-08,Call re: event invitation,3,134
2023,243,2,Meeting,2025-04-21,Office visit,3,396
2024,243,3,Site Visit,2023-07-29,Toured new building,3,1028
2025,244,1,Meeting,2026-05-15,Stewardship dinner,3,7
2026,244,2,Site Visit,2025-06-01,Athletic facility tour,3,355
2027,244,3,Proposal Submitted,2025-04-10,Submitted $250K scholarship proposal,3,407
2028,244,4,Event Attendance,2024-11-07,Athletic event in donor suite,3,561
2029,244,5,Meeting,2024-08-22,Lunch at faculty club,3,638
2030,244,6,Meeting,2024-06-02,Office visit,3,719
2031,244,7,Proposal Submitted,2024-02-03,Submitted $250K scholarship proposal,3,839
2032,244,8,Phone Call,2023-07-21,Introduced new initiative,3,1036
2033,244,9,Event Attendance,2023-03-30,Attended gala,3,1149
2034,244,10,Phone Call,2022-12-22,Check-in call,3,1247
2035,244,11,Phone Call,2022-10-28,Introduced new initiative,3,1302
2036,244,12,Site Visit,2022-07-11,Toured new building,3,1411
2037,245,1,Email,2026-02-01,Proposal follow-up email,3,110
2038,245,2,Proposal Submitted,2025-08-23,Submitted $1M capital campaign proposal,3,272
2039,245,3,Email,2025-08-07,Event invitation,3,288
2040,245,4,Site Visit,2025-05-24,Met scholarship recipient,3,363
2041,245,5,Event Attendance,2025-05-22,Advisory board meeting,3,365
2042,245,6,Email,2025-05-01,Sent birthday greeting,3,386
2043,245,7,Site Visit,2025-04-25,Visited endowed professorship,3,392
2044,245,8,Proposal Submitted,2025-04-08,Submitted pledge renewal proposal,3,409
2045,245,9,Phone Call,2025-02-13,Check-in call,3,463
2046,245,10,Event Attendance,2025-01-01,Commencement ceremony,3,506
2047,245,11,Phone Call,2024-11-09,Called to share impact story,3,559
2048,245,12,Event Attendance,2024-10-27,Alumni leadership weekend,3,572
2049,245,13,Proposal Submitted,2024-10-11,Submitted $1M capital campaign proposal,3,588
2050,245,14,Email,2024-08-29,Proposal follow-up email,3,631
2051,245,15,Phone Call,2024-08-24,Introduced new initiative,3,636
2052,245,16,Proposal Submitted,2024-08-13,Presented $50K annual fund proposal,3,647
2053,245,17,Event Attendance,2024-04-05,Regional club event,3,777
2054,245,18,Meeting,2024-01-25,Follow-up meeting re: proposal,3,848
2055,245,19,Phone Call,2023-03-21,Call re: event invitation,3,1158
2056,245,20,Phone Call,2022-10-14,Touched base on family news,3,1316
2057,245,21,Email,2022-07-27,Sent impact report,3,1395
2058,245,22,Meeting,2022-06-06,Follow-up meeting re: proposal,3,1446
2059,246,1,Phone Call,2025-05-05,Touched base on family news,3,382
2060,246,2,Event Attendance,2023-09-21,Advisory board meeting,3,974
2061,246,3,Email,2022-11-06,Annual fund solicitation,3,1293
2062,247,1,Site Visit,2026-05-05,Met scholarship recipient,3,17
2063,247,2,Email,2026-03-13,Event invitation,3,70
2064,247,3,Phone Call,2025-10-19,Introduced new initiative,3,215
2065,247,4,Email,2025-06-30,Holiday greeting,3,326
2066,247,5,Site Visit,2024-07-30,Athletic facility tour,3,661
2067,247,6,Phone Call,2024-05-17,Check-in call,3,735
2068,247,7,Site Visit,2024-01-09,Visited endowed professorship,3,864
2069,247,8,Event Attendance,2023-02-01,Athletic event in donor suite,3,1206
2070,247,9,Event Attendance,2022-11-09,Commencement ceremony,3,1290
2071,247,10,Proposal Submitted,2022-09-11,Submitted $1M capital campaign proposal,3,1349
2072,247,11,Site Visit,2022-06-15,Visited endowed professorship,3,1437
2073,248,1,Proposal Submitted,2024-12-20,Delivered $100K endowment proposal,3,518
2074,249,1,Event Attendance,2026-02-28,Attended gala,3,83
2075,249,2,Phone Call,2025-10-13,Called to share impact story,3,221
2076,249,3,Phone Call,2025-01-27,Call re: event invitation,3,480
2077,249,4,Event Attendance,2024-11-16,Campaign kickoff event,3,552
2078,249,5,Phone Call,2024-09-14,Brief check-in,3,615
2079,249,6,Phone Call,2024-06-29,Discussed pledge payment,3,692
2080,249,7,Proposal Submitted,2024-02-21,Delivered $100K endowment proposal,3,821
2081,249,8,Meeting,2024-02-20,Lunch at faculty club,3,822
2082,249,9,Email,2024-01-10,Holiday greeting,3,863
2083,249,10,Email,2023-12-31,Forwarded dean's letter,3,873
2084,249,11,Site Visit,2023-09-06,Lab walkthrough with faculty,3,989
2085,249,12,Site Visit,2023-07-18,Toured new building,3,1039
2086,249,13,Proposal Submitted,2023-02-24,Presented $500K naming proposal,3,1183
2087,249,14,Phone Call,2022-08-01,Discussed pledge payment,3,1390
2088,250,1,Proposal Submitted,2025-12-08,Presented $50K annual fund proposal,3,165
2089,250,2,Email,2025-11-18,Sent impact report,3,185
2090,250,3,Site Visit,2025-07-10,Lab walkthrough with faculty,3,316
2091,250,4,Email,2025-05-08,Event invitation,3,379
2092,250,5,Site Visit,2025-03-31,Athletic facility tour,3,417
2093,250,6,Proposal Submitted,2025-01-23,Submitted $1M capital campaign proposal,3,484
2094,250,7,Proposal Submitted,2025-01-05,Presented $500K naming proposal,3,502
2095,250,8,Site Visit,2024-08-30,Arts center opening,3,630
2096,250,9,Site Visit,2023-12-09,Visited endowed professorship,3,895
2097,251,1,Event Attendance,2025-11-06,Commencement ceremony,3,197
2098,251,2,Event Attendance,2025-08-31,Homecoming reception,3,264
2099,251,3,Email,2025-08-21,Forwarded dean's letter,3,274
2100,251,4,Proposal Submitted,2025-01-09,Submitted pledge renewal proposal,3,498
2101,251,5,Event Attendance,2024-10-19,Attended gala,3,580
2102,251,6,Phone Call,2024-08-08,Brief check-in,3,652
2103,251,7,Phone Call,2024-07-21,Left voicemail,3,670
2104,251,8,Email,2024-03-19,Sent thank-you note,3,794
2105,251,9,Email,2024-02-23,Sent birthday greeting,3,819
2106,251,10,Meeting,2024-01-03,Met spouse for first time,3,870
2107,251,11,Event Attendance,2022-08-09,Commencement ceremony,3,1382
2108,251,12,Meeting,2022-06-05,Campus visit scheduled,3,1447
2109,252,1,Phone Call,2026-02-20,Confirmed meeting time,3,91
2110,252,2,Phone Call,2025-11-12,Call re: event invitation,3,191
2111,252,3,Email,2025-08-12,Updated on campaign progress,3,283
2112,252,4,Proposal Submitted,2025-05-02,Delivered naming opportunity packet,3,385
2113,252,5,Site Visit,2025-03-15,Toured new building,3,433
2114,252,6,Email,2024-09-10,Updated on campaign progress,3,619
2115,252,7,Phone Call,2024-06-25,Discussed pledge payment,3,696
2116,252,8,Site Visit,2024-03-26,Arts center opening,3,787
2117,252,9,Event Attendance,2023-12-12,Homecoming reception,3,892
2118,252,10,Site Visit,2023-08-02,Visited endowed professorship,3,1024
2119,252,11,Meeting,2022-09-20,Stewardship dinner,3,1340
2120,253,1,Meeting,2024-02-13,Office visit,3,829
2121,253,2,Email,2022-09-16,Holiday greeting,3,1344
2122,254,1,Site Visit,2026-04-28,Met scholarship recipient,3,24
2123,254,2,Proposal Submitted,2026-01-30,Submitted pledge renewal proposal,3,112
2124,254,3,Meeting,2024-09-08,Met spouse for first time,3,621
2125,254,4,Site Visit,2024-03-26,Athletic facility tour,3,787
2126,254,5,Email,2024-02-19,Forwarded dean's letter,3,823
2127,254,6,Proposal Submitted,2024-01-07,Delivered $100K endowment proposal,3,866
2128,254,7,Event Attendance,2023-11-02,Advisory board meeting,3,932
2129,254,8,Meeting,2023-08-30,Office visit,3,996
2130,254,9,Site Visit,2023-07-18,Athletic facility tour,3,1039
2131,254,10,Site Visit,2022-09-20,Visited endowed professorship,3,1340
2132,254,11,Proposal Submitted,2022-08-18,Submitted $250K scholarship proposal,3,1373
2133,254,12,Phone Call,2022-07-16,Check-in call,3,1406
2134,255,1,Event Attendance,2025-04-12,Athletic event in donor suite,3,405
2135,255,2,Site Visit,2024-12-09,Toured new building,3,529
2136,255,3,Site Visit,2023-01-29,Met scholarship recipient,3,1209
2137,255,4,Meeting,2022-06-02,Lunch at faculty club,3,1450
2138,256,1,Event Attendance,2026-04-03,Regional club event,4,49
2139,256,2,Phone Call,2026-02-08,Call re: event invitation,4,103
2140,256,3,Email,2024-12-21,Updated on campaign progress,4,517
2141,256,4,Meeting,2024-09-22,Initial in-person meeting,4,607
2142,256,5,Email,2024-06-29,Proposal follow-up email,4,692
2143,256,6,Proposal Submitted,2024-04-30,Submitted $250K scholarship proposal,4,752
2144,256,7,Event Attendance,2024-04-25,Homecoming reception,4,757
2145,256,8,Email,2024-01-01,Sent impact report,4,872
2146,256,9,Event Attendance,2023-10-22,Commencement ceremony,4,943
2147,256,10,Phone Call,2023-01-10,Discussed pledge payment,4,1228
2148,256,11,Meeting,2022-08-08,Follow-up meeting re: proposal,4,1383
2149,256,12,Meeting,2022-07-16,Office visit,4,1406
2150,257,1,Event Attendance,2024-11-05,Alumni leadership weekend,4,563
2151,257,2,Proposal Submitted,2024-06-13,Delivered naming opportunity packet,4,708
2152,257,3,Event Attendance,2023-12-21,Athletic event in donor suite,4,883
2153,257,4,Meeting,2023-10-26,Lunch at faculty club,4,939
2154,257,5,Email,2023-08-15,Sent thank-you note,4,1011
2155,257,6,Meeting,2022-11-02,Office visit,4,1297
2156,257,7,Event Attendance,2022-07-10,Homecoming reception,4,1412
2157,258,1,Phone Call,2026-04-06,Brief check-in,4,46
2158,258,2,Email,2025-12-11,Proposal follow-up email,4,162
2159,258,3,Event Attendance,2025-12-10,Campaign kickoff event,4,163
2160,258,4,Event Attendance,2025-09-25,Alumni leadership weekend,4,239
2161,258,5,Proposal Submitted,2025-05-10,Delivered naming opportunity packet,4,377
2162,258,6,Meeting,2024-12-11,Stewardship dinner,4,527
2163,258,7,Event Attendance,2024-09-10,Athletic event in donor suite,4,619
2164,258,8,Phone Call,2024-06-29,Confirmed meeting time,4,692
2165,258,9,Email,2024-02-21,Holiday greeting,4,821
2166,258,10,Email,2024-01-07,Sent birthday greeting,4,866
2167,258,11,Proposal Submitted,2023-12-16,Submitted $250K scholarship proposal,4,888
2168,258,12,Event Attendance,2023-07-07,Commencement ceremony,4,1050
2169,258,13,Phone Call,2022-10-25,Call re: event invitation,4,1305
2170,258,14,Email,2022-09-22,Sent impact report,4,1338
2171,259,1,Email,2026-04-13,Proposal follow-up email,4,39
2172,259,2,Site Visit,2025-08-29,Athletic facility tour,4,266
2173,259,3,Proposal Submitted,2025-03-23,Delivered $100K endowment proposal,4,425
2174,259,4,Meeting,2024-01-24,Met at alumni event,4,849
2175,259,5,Phone Call,2022-09-14,Check-in call,4,1346
2176,260,1,Event Attendance,2026-01-11,Advisory board meeting,4,131
2177,260,2,Event Attendance,2025-02-23,Commencement ceremony,4,453
2178,260,3,Site Visit,2024-10-09,Athletic facility tour,4,590
2179,260,4,Meeting,2024-01-11,Stewardship dinner,4,862
2180,260,5,Email,2023-10-21,Sent thank-you note,4,944
2181,260,6,Email,2023-02-02,Forwarded dean's letter,4,1205
2182,260,7,Phone Call,2022-12-21,Touched base on family news,4,1248
2183,260,8,Proposal Submitted,2022-12-16,Submitted $1M capital campaign proposal,4,1253
2184,260,9,Phone Call,2022-10-29,Called to share impact story,4,1301
2185,260,10,Proposal Submitted,2022-05-24,Presented $500K naming proposal,4,1459
2186,261,1,Meeting,2026-03-16,Campus visit scheduled,4,67
2187,261,2,Site Visit,2024-12-14,Athletic facility tour,4,524
2188,261,3,Email,2024-02-16,Event invitation,4,826
